date,uyear,umonth,uday,week,weekday,date_type,is_workday
2024-08-06,2024,8,6,32,2,工作日,1
2024-08-07,2024,8,7,32,3,工作日,1
2024-08-08,2024,8,8,32,4,工作日,1
2024-08-09,2024,8,9,32,5,工作日,1
2024-08-10,2024,8,10,32,6,周末,0
2024-08-11,2024,8,11,32,7,周末,0
2024-08-12,2024,8,12,33,1,工作日,1
2024-08-13,2024,8,13,33,2,工作日,1
2024-08-14,2024,8,14,33,3,工作日,1
2024-08-15,2024,8,15,33,4,工作日,1
2024-08-16,2024,8,16,33,5,工作日,1
2024-08-17,2024,8,17,33,6,周末,0
2024-08-18,2024,8,18,33,7,周末,0
2024-08-19,2024,8,19,34,1,工作日,1
2024-08-20,2024,8,20,34,2,工作日,1
2024-08-21,2024,8,21,34,3,工作日,1
2024-08-22,2024,8,22,34,4,工作日,1
2024-08-23,2024,8,23,34,5,工作日,1
2024-08-24,2024,8,24,34,6,周末,0
2024-08-25,2024,8,25,34,7,周末,0
2024-08-26,2024,8,26,35,1,工作日,1
2024-08-27,2024,8,27,35,2,工作日,1
2024-08-28,2024,8,28,35,3,工作日,1
2024-08-29,2024,8,29,35,4,工作日,1
2024-08-30,2024,8,30,35,5,工作日,1
2024-08-31,2024,8,31,35,6,周末,0
2024-09-01,2024,9,1,35,7,周末,0
2024-09-02,2024,9,2,36,1,工作日,1
2024-09-03,2024,9,3,36,2,工作日,1
2024-09-04,2024,9,4,36,3,工作日,1
2024-09-05,2024,9,5,36,4,工作日,1
2024-09-06,2024,9,6,36,5,工作日,1
2024-09-07,2024,9,7,36,6,周末,0
2024-09-08,2024,9,8,36,7,周末,0
2024-09-09,2024,9,9,37,1,工作日,1
2024-09-10,2024,9,10,37,2,工作日,1
2024-09-11,2024,9,11,37,3,工作日,1
2024-09-12,2024,9,12,37,4,工作日,1
2024-09-13,2024,9,13,37,5,工作日,1
2024-09-14,2024,9,14,37,6,法定上班,1
2024-09-15,2024,9,15,37,7,中秋节,0
2024-09-16,2024,9,16,38,1,中秋节,0
2024-09-17,2024,9,17,38,2,中秋节,0
2024-09-18,2024,9,18,38,3,工作日,1
2024-09-19,2024,9,19,38,4,工作日,1
2024-09-20,2024,9,20,38,5,工作日,1
2024-09-21,2024,9,21,38,6,周末,0
2024-09-22,2024,9,22,38,7,周末,0
2024-09-23,2024,9,23,39,1,工作日,1
2024-09-24,2024,9,24,39,2,工作日,1
2024-09-25,2024,9,25,39,3,工作日,1
2024-09-26,2024,9,26,39,4,工作日,1
2024-09-27,2024,9,27,39,5,工作日,1
2024-09-28,2024,9,28,39,6,周末,0
2024-09-29,2024,9,29,39,7,法定上班,1
2024-09-30,2024,9,30,40,1,工作日,1
2024-10-01,2024,10,1,40,2,国庆节,0
2024-10-02,2024,10,2,40,3,国庆节,0
2024-10-03,2024,10,3,40,4,国庆节,0
2024-10-04,2024,10,4,40,5,国庆节,0
2024-10-05,2024,10,5,40,6,国庆节,0
2024-10-06,2024,10,6,40,7,国庆节,0
2024-10-07,2024,10,7,41,1,国庆节,0
2024-10-08,2024,10,8,41,2,工作日,1
2024-10-09,2024,10,9,41,3,工作日,1
2024-10-10,2024,10,10,41,4,工作日,1
2024-10-11,2024,10,11,41,5,工作日,1
2024-10-12,2024,10,12,41,6,法定上班,1
2024-10-13,2024,10,13,41,7,周末,0
2024-10-14,2024,10,14,42,1,工作日,1
2024-10-15,2024,10,15,42,2,工作日,1
2024-10-16,2024,10,16,42,3,工作日,1
2024-10-17,2024,10,17,42,4,工作日,1
2024-10-18,2024,10,18,42,5,工作日,1
2024-10-19,2024,10,19,42,6,周末,0
2024-10-20,2024,10,20,42,7,周末,0
2024-10-21,2024,10,21,43,1,工作日,1
2024-10-22,2024,10,22,43,2,工作日,1
2024-10-23,2024,10,23,43,3,工作日,1
2024-10-24,2024,10,24,43,4,工作日,1
2024-10-25,2024,10,25,43,5,工作日,1
2024-10-26,2024,10,26,43,6,周末,0
2024-10-27,2024,10,27,43,7,周末,0
2024-10-28,2024,10,28,44,1,工作日,1
2024-10-29,2024,10,29,44,2,工作日,1
2024-10-30,2024,10,30,44,3,工作日,1
2024-10-31,2024,10,31,44,4,工作日,1
2024-11-01,2024,11,1,44,5,工作日,1
2024-11-02,2024,11,2,44,6,周末,0
2024-11-03,2024,11,3,44,7,周末,0
2024-11-04,2024,11,4,45,1,工作日,1
2024-11-05,2024,11,5,45,2,工作日,1
2024-11-06,2024,11,6,45,3,工作日,1
2024-11-07,2024,11,7,45,4,工作日,1
2024-11-08,2024,11,8,45,5,工作日,1
2024-11-09,2024,11,9,45,6,周末,0
2024-11-10,2024,11,10,45,7,周末,0
2024-11-11,2024,11,11,46,1,工作日,1
2024-11-12,2024,11,12,46,2,工作日,1
2024-11-13,2024,11,13,46,3,工作日,1
2024-11-14,2024,11,14,46,4,工作日,1
2024-11-15,2024,11,15,46,5,工作日,1
2024-11-16,2024,11,16,46,6,周末,0
2024-11-17,2024,11,17,46,7,周末,0
2024-11-18,2024,11,18,47,1,工作日,1
2024-11-19,2024,11,19,47,2,工作日,1
2024-11-20,2024,11,20,47,3,工作日,1
2024-11-21,2024,11,21,47,4,工作日,1
2024-11-22,2024,11,22,47,5,工作日,1
2024-11-23,2024,11,23,47,6,周末,0
2024-11-24,2024,11,24,47,7,周末,0
2024-11-25,2024,11,25,48,1,工作日,1
2024-11-26,2024,11,26,48,2,工作日,1
2024-11-27,2024,11,27,48,3,工作日,1
2024-11-28,2024,11,28,48,4,工作日,1
2024-11-29,2024,11,29,48,5,工作日,1
2024-11-30,2024,11,30,48,6,周末,0
2024-12-01,2024,12,1,48,7,周末,0
2024-12-02,2024,12,2,49,1,工作日,1
2024-12-03,2024,12,3,49,2,工作日,1
2024-12-04,2024,12,4,49,3,工作日,1
2024-12-05,2024,12,5,49,4,工作日,1
2024-12-06,2024,12,6,49,5,工作日,1
2024-12-07,2024,12,7,49,6,周末,0
2024-12-08,2024,12,8,49,7,周末,0
2024-12-09,2024,12,9,50,1,工作日,1
2024-12-10,2024,12,10,50,2,工作日,1
2024-12-11,2024,12,11,50,3,工作日,1
2024-12-12,2024,12,12,50,4,工作日,1
2024-12-13,2024,12,13,50,5,工作日,1
2024-12-14,2024,12,14,50,6,周末,0
2024-12-15,2024,12,15,50,7,周末,0
2024-12-16,2024,12,16,51,1,工作日,1
2024-12-17,2024,12,17,51,2,工作日,1
2024-12-18,2024,12,18,51,3,工作日,1
2024-12-19,2024,12,19,51,4,工作日,1
2024-12-20,2024,12,20,51,5,工作日,1
2024-12-21,2024,12,21,51,6,周末,0
2024-12-22,2024,12,22,51,7,周末,0
2024-12-23,2024,12,23,52,1,工作日,1
2024-12-24,2024,12,24,52,2,工作日,1
2024-12-25,2024,12,25,52,3,工作日,1
2024-12-26,2024,12,26,52,4,工作日,1
2024-12-27,2024,12,27,52,5,工作日,1
2024-12-28,2024,12,28,52,6,周末,0
2024-12-29,2024,12,29,52,7,周末,0
2024-12-30,2024,12,30,53,1,工作日,1
2024-12-31,2024,12,31,53,2,工作日,1
